essay,id
"In spring, the weather is warm and wet. It's often rainy You can go on a picnic. You can go to the beach. The weather is not too hot or too cold.
       In summer, the weather is very hot. You can go to the beach and go swimming. You can eat ice.
       In autumn, the weather is good. I like autumn the beat. You can take a trip. The trees begin to red . This is beautiful. 
        In winter, the weather is a littel cold, some are can snowy. But Shenzhen can. Some childer can play in the snow, and make snowman. But Shenzhen. can to. But, I like shenzhen winter. It's good. Do you like Shenzhen?",098e2ef0b0bac2d4de1be05ede6b83eb
"My dream. 
       Hello everyone! My dream is to be an astronaut. Because I love space everything and I want to look no graviel why live? 
        I want to moon by spaceship. The Moon is beautiful. I want to moon floating and take many photos.
       I because my dream, so I must read some books of space and film of space, And I must do exestits  every day. I don't want to weak.
       I think as long as I work hard, I'll realize my dream.",099b88a9e3fb50efbd4abb84898b46f5
"In spring, the weather start to get warm. It is wet is shenzhen. You can go on a trip in the sunny day.
        In the summer, it is so hot in Shenzhen. It often rains. Many people like to go to the beach and swimming in the sea. 
       In the Autumn, leaves turn brown. or yellow . After then, leaves falling from the trees. It is cool and dry in Autumn You can go on a picnic at this time of year.
       In winter, it is so cold. You must stat at home. Because the",09ae667942e9f32948aaddab9b2dc876
"Mr  Field was a great painter. One day, the king asked him to draw a beautiful picture on the wall. in the palace. Mr Field spent more than ten days drawing the picture on the pedal. He didn't realize that he would almost fall off the pedal. A worker saw this.
        He quickly ran to Mr Field and saved him. He promised to paint a painting for this worker. He spent one hour drawing this picture. After he finished, the painting became alive. It found some  golds. The painter gave them to the worker because of his kindness.
        Finally, the worker became rich and had many children. The painter is a god.",09be611aad75f354164e2711065db237
"The worker said, ""It's so beautiful."" Mr Field saw a work ""But.... I think it lost something. "" Yes, I didn't know who to draw it not."". 
The worker look around. And the he saw many people is so happe . He want to know about it. The people is so happy because they have a lot of food. "" An..... You can draw it into your picture. It will be so interesting. Mr. Field saw the people. And he think it is so good. He draw it into his picture. 
Finally, the king saw the picture. He is so excitried and happy.",09c96d899da2a247adff14d9d11a7681
"Dear Ricky
 I'm glad to receive your letter. Now le me introduce rhe seasons in Shenzhen to you. Spring is not very hot, man like sleep, very very water. Summy is very hot, Summy like in water, people like go to swimming and drinking cold water. Autumn is not very cold or very hat, It is cool and dry, people like have to picnie. Winter is very cold, people are drinking hot water. winter is very cold. so many peple don't like swimming",09ce63bc838ebb7a55d69ecf45aafe92
"The director is WuJing and the star is WuJing, too. The film is long about 126 minutes. They acted in Africa. A soldier called Leng Feng worked in Africa. unluckily, there had broken out a war. He didn't afraid the danger of life, and helped others take away from the war. He saved a lot of people.
       I think the film is so meaningful that we can learn that when we are in trouble, we should brave. The story is moving and the scene is beautiful, too. I would like to recommend the wanderful film for you.",09dbae0bd27f27a2730b337302fbb711
"Dear Alice,
I'm sorry to hear that you have troube getting on with your parents. First, in your free time, you can more communicate with your parents, try to understand and drespect their. Second, polite with your parents, you can't shout at them. When you angry, you should keep calm. Third, you can do a lot of housework, don't let your parents hard. Fourth you should work hard, don't let your parents are worried about you. Finally, you cand spend times with your parents have a trip.",09ef9e24bd289b9707cf102a929965de
"Dear Sir/Madam
My name is Li Hua. I want to be an exchange student so I wnat this letter.
I am good at studying languages and I like making friends and travelling. Actually, I am a very independent student, I don't worry about leaving my parents at all.
I want to study abroad because I know I will experience new cultures, holidays, food, art and music. Another reason is that I'll be more confident. Also, the experience in studying abroad might help me go into good colleges and even get good jobs. I have never been abroad.
I am very looking forward to getting your answer.  
Yours sincerely,",09fe15fcbb73110585af14a987215b4e
"Different clubs. 
        This year, We have many clubs, such as the Cool Player, Smart Readers, and the Good cooks. 
       The Cool Player is good for your healthy. Every day do sports one hour ; watch the race. It can keep your body healthy.
       The smart  Readers is very good for you study. It can head many books and writer something.
In the Good cooks , you can learn more about the cooks and make the cooks book. It can help you to a healthy life.
       This different clubs it very good for us, so if you",0a0162a9be8429cc31bb2eb6e3cf713c
"In spring, the weather start to get warm. It wet. We can fry kites. In summer, the weather is very hot and rains. Summer is a very long. season. In autumn, the weather is often cool and sunny. It very nice. In winter the weather is very cold. Winter is best cold season. It have 20 day. We can mark snowmen in winter.",0a24cb2360c0226e75328e36cf6d78d0
"flying bike
 My invention is a flying bike. I think it is the best idea for me. The flying bike has two wheels,  and two big wings. It's different for bike. when you ride it, it even fly in the sky, and it is so quickly and save the power. It is solar power. When you fly in the sky, you may see some beautiful, you can take a phone and  touch with your friends, it's interested right? 
 It will be better, like it will able into the sea, thought fire and so on.",0a26bd4384bb1e7a78e9c9964762bb34
"Dear Rick,
 I'm glad to receive your letter. Now let me introduce the seasons in Shenzhen to you 
Shenzhen's spring the weather starts to get warm. The wind blows gently. The weather is not very hot. If often rains. Plants 
start to grow.
Shenzhen's summer is very hot and long. Many people like to go to the beach and swim in the sea, because it is very hot. The sun shies brighty.
Shenzhen's autumn is very cool and dry. Leaves turn brown, red or yellow. It is nice to go on a picnic.
Shenzhen's winter is the clodest seasons in Shenzhen. It is not to snow. The cold usually start 20 days.
Yours,",0a32954130ef2caa3e9bd2c794f8309f
"I have two friends. They are Wang Fang and Li Hua. Wang Fang is always finish homework on time. But Li Hua is never finish home work on time. Wang Fang is always help with the housework. Li Hua is seldom help with the housework, Wang Fang is seldom walk to school. Li Hua is usually walk to school. Wang Fang is never stay up, but Li Hua is usually stay up.",0a3b98d0b7dda9fb9e41f9e3afd46e55
"New things of school. There are four culbs you can join. First, cool player, you can join the cool player. There will take a sport everyday for one hour. And you can watch math. If you go to the cool play. you can keep a good body. second, you can join Smart Readers. I think it is good for you study in the Smart Readers. you can read good great and nice book. you should write something about you read book of you know. third: you can join the Good Cooks. you should make a good food plan. And you can leare about how to cook those foot. It can keep a go dit. fourth: the last one. you can join Enjoy films. you can see the many great films. you can know How to photography the film. you can visit traditional films. And than we will teach you How",0a45d48b9f128d479c6af6121dbdc71c
"San Mao was a celebrated Chinese writer. Her articles are always about the stories of her experiences in foreign countries.
       San Mao was born in Chongqing on 1943, march 26th. She went to Taiwan with her parents when she was five years old. In 1967, she went to seain for studying, and then she went to Germany. America and other countries to study. Six years later, she married Jose and lived in the Sahara desert. She wrote her first article The stories of the Sahara at the age of thirty- three. After she went back to Taiwan, she taught in a university in 1981. She died on 1991, January 4th. 
       San Mao wrote a lot of articles in her life. These articles are still popular today.",0a4bcd33c92340ef3d5f56b1c7efd2f8
"The Hong Kong is near the China. It across the Shenzhen. The Hong Kong is one of the great cities. And every day, the Hongkong have many people go to Flong Kong sightseeing. So it is a shopping paradise. That have some great place, such as the Ocean Park and Hong Kong Disneyland. That have some good foods. You will love Hong Kong.",0a51a17bcc850de3ca15c3670903c463
"I know you are going to visit Hong Kong next week . So let me tell you something about it. 
       Hong Kong is in the south of China, just across Shenzhen. It is one of the reachest cities in the world. There are thousands of visitors, come to Hongkong because it is a shopping Paradise. 
       There a many famous places in Hong Kong such as Ocean Park and Hang Kong. Disneyland. People can also see a dolphin show and a lot of animals from the sea, and",0a53c68aee3349caf9234bada71dfa79
"There is a war between Trojans and Greeks. One night, the Trojans attack the main of the city Greek, and they failed away soon. The Greek's capture and solder though they won And they pull a huge horse in to the city. So they danced, song and makle jokes about the stupid Trojans. By midnight, all Greeks werd to sleep and the city was quiet. Suddenly, a secret door on the horse was opened And A lot of Troy soldier went into the city by the horse. They turn the main gates on, and all the Troy soldier went into the city. Finally, Trojans was succeeded in the war by a trick This story tells us, we can't be careless anytime We should be careful everytime",0a595571175fded9136d9cb815877e6e
"Dear Ricky
 I'm glad to receive your letter. Now let me introduce the seasons in Shenzhen to you. 
In spring, the wearther starts to get wam or wet. 
In summer, the wearther start to long and hot.
In Autuman, the wearther is cool.  
In wint",0a847b19a310e87f63a11f4a77965a31
"I have two friends. They are wang Fang and Li Hua. Wang Fang is always Finish homework on time. Li Hua is never Finish homework on time. Wang Fang is always Help with the housework. Li Hua is seldom Help with the housework.
       Wang Fang is seldom walk to school. Li Hua is usually walk to school. Wang Fang is never stay up. Li Hua is usually stay up. This are my two friends.",0aa68e943a13d3a9311f0dc5f7daa485
"Hello, everyone! It's my pleasure to stand here to tell you what club we have. 
       First the Cool player club. Do you want to keep a healthy life? This club will help you, we will  play sport an hour every day, and watch some exciting. match.
       Second, the Smart Readers. in this club, you can read many good books, and you can also write the note of reading. It will help you learn more things.
Finally, the Good cooks . Are you a food lover? In this club you can make wonderful healthy food. And learn about cooking. We will help you to keep a",0aab90ef107cb5f8e80b9c7ea50fe2d7
"The Trojan war is between the Trojans and the Greeks. The Greeks used a clever trick to capture the Trojans' city. Finally, they won. They fighted with the Trojans about ten years, but they finally succeeded in using this trick. From this story, I know that if we want to succeed, we must not only be careful but also be clever. We must use our brain to solve the problem. In our lives. we may meet some difficult problems. At that time, we can use our intelligence.",0abda346eb87d1eb361527b681c180d2
"Dear Ricky I'm glad to receive you letter, Now let me introduce the seasons in Shenzhen to you. In Spring, the weather starts to get warm. It often rains. It is exciting to take a trip. It is wet. In summer. The Summer is long, It is very hot and rainy. Many people like to eat ice cream in Summer. In Autumn. The weather is best in the four season. It is cool. It is nice to go on a picnic. In Winter. It is coldest in Shenzhen four season. The last 20 day.",0aca670c74a535e3c580733e7ac4826a
"The worker shouted:"" Look out! Mr Field, you will fall off the pedal. It's dangerous."" But it was too late. Mr Field has fallen off the pedal suddenly before himself realized. The worker was afriad of Mr Field because he thought Mr Field must be angry. The worker said:"" I'm sorry to see that."" And then the worke help Mr Field stand up. Mr Field said:"" It's my mistake. I'm carefulless. Thany you."" The worker was happy. In the end, they enjoyed watching the picture together. After that day, the worker and Mr Field became good friends.",0ad84c856113878473f4f4454d10b6ec
"There are have many clubs. If you like you will join.
Frist, cool player club, 1.everyday take excited one hour. See carth. second. smart Readers 1. read good book. 2. learn about many Good Cooks, frist make heathby book, second learn about cooking, have healthy life. Forth,",0af3ca2f1d5ad490b55055382f00432e
"My dream. Hello, everyone! My dream is to be a spacemen. Beacuse, the space are more exciting. Wonder Without gravity what do live. Wonder going to Moon. I will be going to take a photos and take a trip in the Moon. Now, I will be going to reading about space book. Watch some about space film. Everday do excitcse.",0afdc4c4e03801b7d9089914423d1cc8
"Dear Judy,
       I have got good news to tell you, I've booked the tickets for you on discount. 
       At 20nd of March, you will arrive at Guangzhou, and live in Holiday Inn. At 21st of March to 26th of March, you will travell to Beijin for 5 days. At the night of 26th of March, you will come bake Guangzhou. At 27th of March to 30rd of March, you can eat delishous food; go shopping, go to Asina Sports Village or Guangzhou Tower. At 31st of March you will go bake the U.S.A. 
        I can't wait and I am so excited now! 
        Yours,",0b15eece6238ed7dfa402ec1941f5462
"Hellow, I can tell you something about the school clubs. Frist, we have Cool player club. Over club will keep you healthy. You will play some sports every for one hours. Second, we have Smart Readers Club. Over club will help you learn. The club will teach you how to read good books. Third we have Good cooks clubs over club will tell you How to have healthy life. It will tell you cook. And we have Moves visit club. Over culb will help you to learn all over the world. If you like onther one. You can take",0b216ccfc40aecc95dd588d1ea5273fe
"I am Lihua. I am Xin Hua hiyh school students, I from Chinese. I am 14 years old. I have a lot of hobby and I have very lot friend. I want to be a exchange stud. First, I am a good students. I have good at study. I like a lot of to sport, such as play football, baseball. I am good at Englian. I want to exchange to your school. pleace quickly. I am Lihua. Please.",0b384231dfa4c29738da8fe20f05121b
"Dear Judy,
      I have got good news to tell you. I've booked the tickets for you on discount. 
      On 20th, Jauary afternoon , you're comes from Guangzhou and live in Holiday Inn. From 21th, January afternoon to January 26th. We will leave for Beijing to a trip for five day. Then we are return to Guangzhou in 27th evening. From 27th to 30th, we are going to eat delicious food, visit the Asian Sports village、 Guangzhou Tower and....... On 31th, you will leave to Guangzhou and return to America.
       I think we will have a good time this winter holiday.",0b553e350433cf26b985e2137ca09c98
"Dear Ricky I'm glad to receive your letter. Now Let me intorduce the seasons in Shenzhen to you. In spring, the weather start to get warm, it's often rainy. It is exsiting to take a trip. In summer, the weather become hot, and is much longer that spring, it's rainy too. It's good to go swimming and play on the beach. Auturn is very cool and it's often sunny. It's good to have a picnic. Weather is very cold in winter. It last about 20 days. I like the auture best, what about you.",0b67dd2e62f38a9c8d47dd3a571098ca
"Dear Ricky. I'm glad to receive your letter. Now let me introduce the seasons in Shenzhen to you In Spring. the snow and nature wakes up from its winter sleep. The trees begin to grow leaves the flowers begin to bloom, In spring, the weather is changeable,insky. It's usually hot in summer. The sun is shine all the time and the temperat are over 30 They either lie on the beach or swim in the cool water. Autumn is the rainiest sascson. I winter, It's quite cold.",0b696981440c28096f4607a24fa2a319
"I know you are going to visit Hong Kong next week. So let me tell you something about it. Hong Kong is near to the Shenzhen, HongKong is very beauty city in one of the world. every year, it have many people come HongKong playing, because HonkKong is a shopping paradise, you can buy everything. You can go to the Ocean Park or Hong Kong Disneyland. if you like food, You can go to the Hong kong, this food are very good, if you go to the Hong Kong, you will love it.",0b753c153cffff5ce7adc2910390d2fd
"The clubs. 
       There are many different clubs in our school. If you like sports, you can join Cool Player. This club is good for health. You can do sports on hour every day. You also can watch sports match, such as basketball match , football match and tabletennis match. You car join Smart Readers. You can read great books. If you like eating, you can join Good cooks. You can make healthy food by yourself. The club will teach you how to cook. And you can join Singer Clubs, you can learn about music and sing",0b7895a555dd49ffe2c58239e05d0d0c
"I have two friends. They are he daily thing. Wang Fang always Finish her homework on 8pm time. She always Help with the house work, on the. she seldom walk to school. She never stay up. Li Hua is my friends, too. He neve homework on 8pm time. He seldom Help with the housework on the. He usually walk to school, Because he school close to he home. He usually stay up. They are my friends. daily time. what ary your friends daily thing time?",0b7fa3ddef5d9c79d5e0958278522e25
"Today there are 4 clubs join students. Once, Cool Player. In this club, you must taking exercises one hour, everyday. And you can watch match match. It can keep you healthy. The secned club is Smart Readers. You can read many best books in there. And you can write reading artice in there. You can learn there. After the Smart Readers, the third club is Good cook You can make a healthy cooking book. And you can learn cooking in therer. You will have a healthy life in there The last club is Basketball Club. You can play basketball in there. You will have a good time there.",0b9df6194bd9438b29d929735e206822
"I have two friends. They are Wang Fang and Li Hua. 
       Wang Fang always finish homework on time but Li Hua never finish homework on time Wang Fang always help with the housework and Li Hua seldom help with the housework. Wang Fang seldom walk to school. Li Hua usually walk to school. Wang Fang never stay up. Li Hua usually stay up. 
        These is Wang Fang and Li Hua daily life.",0bc603bca0664017b747846d46392d26
"San Mao was one of the most famous writer in China. Here are something about her and I will tell you. San Mao was born on 26, 3, 1943 in Chongqing. In 1948 She lived in Taiwan with her parents. Then she went to the Gameny and USA for studied in 1967. She still studied untill in 1973 she many with Jose and decided to lived in Sahara. In 1976 She wrote her first book call <<The stories of the Sahara>>. In 1981, She went back to the Taiwan and tought to the students who studied in univercity. At last she died in 1991. San Chao wrote lots of book on her life, and it was still popular to the reader.",0bc70edc588c295240374c5b1e8acdf2
"On the Internet The Internet is becoming more and more important in our daily life. I like Internet. Because Internet play games. and do homework. But Internet does good. Because play eay. Internet There are different Internet. There is also a new Internet. Internet from China. The big computer and Internet Internet want to QQ and weixing. I like Internet, But does't like, Because is not. But my be good at health.",0bc737a4d75bc76a5263c95f3cec70eb
"Dear Sir/Madam. I'm writing to you to apply for being an exchange student in your school. I can speak English well, I also have a great social skill. I'm interesting in English history culture and local way of living as well. To find out these things and I want to improve my English. and to try local food. I write this letter, I'm looking forward to your answer please !",0bca1d4f6b7e9bf84daa41ff14f5a04b
"recall . U.S. I have two friends. They are. Wang. Fang and Li Hua. Here is a report about their daily life. Wang Fang is a good junior high. school student. She always finishes her homework on time, Li Hua is a bad junior high school student. He never finishes his homework on time. Wang Fang always helps with the housework, so her mum is not very busy. Li Hua is lasy. He seldom helps with the housewer his mum is very busy. 
        Wang Fang doesn''t like to walk to school because her home is far away from her school. Li Hua usually walks to school. Wang Fang never stays up.",0bcd3d20cb5001b80a66819378909b11
Wang Fang and Li Hua. I want to learn about their daily lives. Let's have a look. Wang Fang always finishes his homework on time. That's so great! Wang Fang always helps with the housework. Wang Fang seldom walks to school. Maybe he goes to school by bus. He is lazy. He never stays up. Li Hua never finishes homework on time. She is slow. She seldom helps with the housework. It's not good. She usually walks to school and usually stays up. Come on! Be a best boy and girl! You can do it!,0bf21463e961cdfb7aca7441d671849a
"On the Internet. The Internet is becoming more and more important in on daily life. In Internet. We have play computer games. go shopping. listen to music. wach TV. learn. We have very very do lot of thing. But sometimes we plays games lot of. it not of our eyes. so we don't play computer of them. In internet, We can send emails of our friends.  I like internet, like computer.",0bf34b72a26a5e50993dbdeaed305fe1
"In spring, the weather starts to get warm. Plants start to grow. Everything turns green. It's nice to take a trip or go on a picnic in spring.
Summer is the longest season of the four. The weather is hot. It often rains. It's nice to go swimming and eat ice cream. 
In autumn, the weather is cool and dry. Leaves turn brown, red or yellow.  It's nice to have a picnic in autumn. 
Winter is the coldest season. It's often snowy and windy. It is interesting to make snowmen.",0c0084aec9902affc1d6611c4166bfdb
Dear Sir  My name is Li Hua. I want to apply for British school's exchange student. I like British cultures and food.,0c0985c1a8aa5f64434ed47821ead973
"Dear Sir/Madam, My name is Lihua. I'm a junior high school student in China. I want to be a exchange student. In my school, I am a good student, my friendly teacher tells me. I never be late for school. I don't break all the rules. I like travelling. Because it is very interesting! I can learn different cultures. I think it's so nice. I like making new friends and trying new things. If I go to you school, I can see and do different interesting things. I can have good friends, too! At last, I speak English well. So, why not agree me to your school?""",0c0ebb674c147df56048f38138a02f27
"San Mao was a famous female writer in China. She was born in Chongqing on March 26th in 1943. In 1948, San Mao moved to Taiwan with her parents. In order to get more knowledge, she studied abroad in Spain in 1967. After that, she went to lots of countries such as Germany, America and so on. She was married to Jose and decided to live in Sahara in 197. San Mao published her first book The Stories of the Sahara in 197 The book is interesting. She returned Taiwan and became a teacher in 1981. She died on January 4th in 1991. San Mao wrote a lot of books. They're popular with the readers. Sam Mao was a great writer.",0c109e7ce2e39abcf9fa937be33d96ac
"Hong Kong is in north of China, behind shenzhen. Hong Kong is one of the famous cities in the world. Every year, some people come Hong Kong to sightseeing, because it is a shopping paradise, in there you will see some cheap things and some expensive things, they will very good! The Ocean. Park and Hong Kong Disneyland are very famous in Hong Kong. In Ocean park, you will see many wonderful sea animal and big animal. If you go to the Hong Kong Disneyland, many famous cartoon animal will welcome you! If you like delicious, you can go delicious food street, because Hong Kong is very",0c11a21036253632aad210bef51809c9
"I think spring is the best season of the year because everything turns green. The weather starts to get warm, the spring wake after world's winter sleep. In summer, it is very hot. It is exciting to go to the beach and swim in the sea. Eat ice-cream also a good choice in summer. Autumn is the most beautiful season. The leaves turn colorful and everything change. It is comfortable to have a picnic at the time of year. Winter is the season which the children's love. They can make snowmen and have snow fight because the winter is often snowy. Don't you like the seasons of Shenzhen? How",0c214a24143e974ae9a9b5cf226d095b
"Dear Ricky
       I'm glad to receive your letter. Now let me introduce theseasons in Shenzhen to you.
       The Spring in Shenzhen is start to warm and wet. It is often rains. The plants grow.
        The summer in Shenzhen is hot and rain. The summer is long. People usually playing the beach and swimming in the sea. It is nice to eat ice cream. 
       The autumn in Shenzhen is often foggy. The leaves become yellow, brown and red falling the tree. 
       The winter in",0c25dfbaa3d5fcfec87a413d82d1cdb9
"join the school club 
Join the school club. there are many interesting activity. If you are the spots lover, you can join the Cool player Club. You can do exercise for one hour everyday and watch some match. In this club, it can keep you healthy. If you like reading, you. can join the Smart Readers Club, In this club, you can read books better and write the reading notes. You can learn many knowledge in this club. If you are like cook You can join the Good cooks Club. In this club, you can learn how to cook delicious food, and you can have a healthy life. 
Now, please join the club, it can mak your life better.",0c2bb246a83cb1a9ce8a76448965fcec
"In spring, the weather starts to warm. The weather is wet. Summer is very long and very hot and very rain. In autumn, Everything changes. The weathe is not too hot or too cold. Autumn is a good time for them to go on picnics and fly kites. Winter is cold the best.About 5 weeks.",0c56ab8fb87543b2add197cf7b1ff90e
"Dear Sir 
My name is Li Hua. I live in the England with my parents. I have a good family. My hobby is reading swimming and travelling. I'm 12. years old, I like study very much so, I want to go the best school study I'm born in China. I can't speak English, But I try studying it.
I have good study.
                                                                                  Yours sincerely,
                                                                                         Li Hua.",0c5f45bb628c7d69154f33167051bd0a
"Wang Fang and Li Hua. Wang Fang is a girl, Li Hua is a boy. They are different. 
      Wang Fang always finishes homework on time, but Li Hua never finish homework on time. 
      Wang Fang is great. She always helps with the housework. Li Hua is little lazy. He seldom does housework.
       Li Hua is healthy, he usually walks to school. But Wang Fang seldom walks to school.
       Li Hua has a bad habit. He likes staying up. Wang Fang is. good, she never stays up. 
       They are my friends, I love them.",0c686214e464839862bac2fcfbd55eef
"The worker said to he,"" I'm a worker. I help the king to do some works. But yesterday, when I help the king to do works, I listened some bad news, the king want to kill you."" "" Why?"" Mr Field ask. The worker said,"" The king looks like a friendly men, but this is no. He likes money and girls. You take many money on king there, so he want to kill you. "" Mr Field is very unhappy, and the worker said, ""Come with me, let's getting away from here now. I can help you."" Mr Field put his all money in his house and got away from there. The second day, the kings came to the Mr Field's house and saw a letter,"" I'm leave here with your worker, "" The kings was very angrey and said, "" Your are stupid, I don't have any workers"".",0c6d7ce1638a5d5c71d86cb2b051441c
"Dear Madam, My name is Li Hua. My Chinese and English are very good. I can tell you to read Chinese and write Chinese characters. Can I apply for an exchan student in your school? Look forward to your reply to the headmaster! Yours sincerely, Li Hua",0c7f0432e2e33c63285a9e1c831d2cc0
"On the Internet The Internet is becoming more and more impotants in our daily life. Our can use computer do homework or play games, use computer buy is, or use computer watch TV or more, have a bead. sometimes, you can send email or have learn. World the all use computer. good computer!",0c8f67d4e99445a95793ac649b6ac849
"On January 20th. You go to Guangzhou at p.m. , life in the Holiday Inn. Janu 21th p.m., we trip fly to the Beijing together, we go to Beijing play five day. The January 26th, we return Guangzhou by plane. From January 27th to 30th, there day we be eat Great food, to the Asian Sports Village and the Guangzhou Tower. At the January 31th am , you return the US.",0c98f08104e3c6bacd88f6852d1ee519
"...an astronaut. I'm very interesting for everything in space. I want to know how to live when there is no gravity. I want to go to the moon best. If I go to the moon, I will walk on the moon and take many photos. To complete, I'll read as many books about space as I can. I'll watch lots of movies about space. I'll also do excise every day because my body will get weak in space.",0ca1bfcd2b3632c6263d58e41e1ef7cd
"I know you are going to visit Hong Kong next week. So let me tell you something about it! Hong Kong is in the south of China, it's across the Shenzhen. Hong Kong is one of the richiest cities in the world. And there are many people go to Hong Kong because it's a shopping parclise. I like going shopping very much! There're many beautiful places, such as  the Ocean Park, Hong Kong Disneyland and so on!  Of course. If you love delicious food, you can also eat delicious food there. It's a food paradise too! When you arrive Hong Kong next week. I'll take you to many traditional places and we will eat many traditional food too",0ca3edfa72b6923ac1cb548a6ab37da4
"My dream Hello,everyone! My dream is to be astronaut. I enjoy learning about space. I want to about without gravity, people can live? I want to walk on the Moon and take many photos to the Moon. I read many about space books watch many about space films  and do exercies every day to finish my dream I think as long as I work hard, I'll realize my dream!",0ca83f9346671e41fd2c3f84f3372cd1
"I have two friends. They are Wang Fang and Li hua. Wang Fang always finishes homework on time. But Li hua never does it. Wang Fang helies with the housework. She always does it. Wang Fang seldom walk to school. She never stay up. Li Hua seldom help with the housework. She usually walk to school. And she usually stay up. They are different, but I like them, too. They are my favourite friends.",0cc135932ca6a77ceb938eb417785b83
"I know you are going to visit Hong Kong next week. So let me tell you something about it. Hongkong is in the South of China, just opposite Shenzhen. It is one of the modernest cities in the world. Every year, there are many people travel to Hongkong, because HongKong is a shopping paradise. And there are many places of interest in Hong Kong such as the Ocean Park, Hongkong Disneyland. If you love delicious food, you can also travel there, because Hong Kong is a delicious food paradise , too.",0cc3dd7dfc804a4cf60cde4849ddbf35
"Today I write this letter is for applying to be an exchange student. I have something are better than other people Firstly, I am good at English. So, I can talk with people well. Secondly, I am confident so I can make friends with people easily. I want to be an exchange student because I want to experience new things, such as new cultures, holidays, food, art and so on. In addition, study abroad can make me learnt more knowledge. Hope for your answer.",0cc6b781e1b817b9dfb1c69ee3e2e5d2
"Hello, everyone! My dream is to be astronaut. Because I'm interes for the space. I'm want to know without gravity how car We life. I'm want to go to the Moon. Because I think it  beauitful. I want to walk on the Moon. I want to take some photos on the Moon too. But, I'm have to read lots of about space book and about space film. I need to do lots of sprots too. Because without gravity Our body will become weak. I think as",0cc7025d83af6dca3615452cebb675a1
